"","total_samples","n_CRE","n_PLA","n_CRE_T1","n_CRE_T2","n_PLA_T1","n_PLA_T2","n_T1","n_T2","n_paired","n_paired_CRE","n_paired_PLA","n_unpaired","n_T1_only","n_T2_only","n_SURV","n_CTL"
"1",39,15,14,7,8,8,6,25,14,12,6,6,15,13,2,29,10
