sample_id,array_weight
CR006_T1,0.9839
CR008_T1,0.6893
CR009_T1,1.1864
CR009_T2,1.2773
CR010_T1,0.5707
CR010_T2,0.6382
CR015_T1,1.0204
CR015_T2,0.9278
CR017_T1,1.2957
CR017_T2,1.2071
CR018_T1,1.8763
CR018_T2,1.164
CR022_T1,1.2488
CR022_T2,0.6815
CR072_T1,0.4513
CR072_T2,1.367
CR149_T1,1.1314
CR149_T2,1.4125
CR163_T1,1.7456
CR163_T2,1.1561
CR383_T1,0.6212
CR386_T2,1.2082
PPS02,0.8244
PPS28,1.4943
PPS31,0.6191
PPS32,1.22
PPS37,0.7557
PPS40,1.1906
PPS44,0.7766
