"contrast","type","sig.PVal","sig.FDR","pval_thresh","lfc_thresh","p_adj_method"
"Baseline_SURVvCTL","down","8","0",0.05,0,"BH"
"Baseline_SURVvCTL","nonsig","302","341",0.05,0,"BH"
"Baseline_SURVvCTL","up","31","0",0.05,0,"BH"
"Training_SURVvCTL","down","12","3",0.05,0,"BH"
"Training_SURVvCTL","nonsig","293","323",0.05,0,"BH"
"Training_SURVvCTL","up","36","15",0.05,0,"BH"
"Training_SURV","down","9","0",0.05,0,"BH"
"Training_SURV","nonsig","313","341",0.05,0,"BH"
"Training_SURV","up","19","0",0.05,0,"BH"
