sample_id,array_weight
CR006_T1,2.2183
CR006_T2,0.8468
CR007_T1,0.1537
CR007_T2,1.4085
CR008_T1,0.766
CR008_T2,0.6525
CR009_T2,0.2306
CR010_T2,1.9094
CR012_T1,1.1702
CR012_T2,2.2786
CR015_T1,0.2779
CR017_T1,2.987
CR017_T2,2.195
CR018_T1,1.8705
CR018_T2,1.4801
CR022_T1,0.4299
CR022_T2,1.5884
CR023_T1,0.203
CR025_T1,0.7651
CR025_T2,0.9388
CR072_T1,2.2151
CR072_T2,0.6276
CR149_T1,1.3756
CR149_T2,1.4554
CR163_T1,1.3847
CR163_T2,1.2185
CR383_T1,1.7561
CR386_T2,1.012
