"uniprot","uniprot_id","protein","gene","description","n_seq","sum_spectra","Gene","Ensembl","in_hpa_muscle","in_blood_blacklist","CR006_T1","CR006_T2","CR007_T1","CR007_T2","CR008_T1","CR008_T2","CR009_T2","CR010_T2","CR012_T1","CR012_T2","CR015_T1","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR023_T1","CR025_T1","CR025_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","Pi.Val","adj.Pi.Val","DE.adj","DE.nom","DE.pi"
"O75663","O75663","TIPRL_HUMAN","TIPRL","TIP41-like protein",8,333834,"TIPRL","ENSG00000143155",TRUE,FALSE,18.8443361629633,19.0646700425178,17.9440138533026,18.4517108592317,18.3287186748147,18.9617525222845,17.3734161055711,18.3603394585967,18.2885774933741,17.5462990385999,17.6653527313725,18.4670293038835,18.6347820287022,18.5230343622298,19.079635072813,18.5977212064046,17.7934762374743,17.3844631701959,18.0727308888028,17.5245366482392,18.404653349068,18.2456639035926,18.8189488947774,19.221466111526,18.0590615799776,18.707155189041,18.3966142828921,18.9583204292675,-0.926406808392052,-1.31026295972421,-0.54255065705989,18.347088557197,-4.94557009764295,2.34116127738882,3.28722362205968e-05,0.0309163381654713,-1,-1,1.39870007079724,0.0399300569130511,"DOWN","DOWN","DOWN"
"Q9H3H3","Q9H3H3","CK068_HUMAN","C11orf68","UPF0696 protein C11orf68",2,194329,"C11orf68","ENSG00000175573",TRUE,FALSE,17.5965111067834,NA,NA,NA,17.6530839518782,17.1935502072589,16.8271164569561,17.0664912021191,17.684257129571,16.5258564845346,17.2091789331416,17.5913465534508,18.5152399081268,16.6927548914287,18.5026238361167,17.3159653121856,17.2207827430099,16.5031472389986,16.6449394601269,NA,17.3361553160798,17.3279589546639,17.9113759466334,18.1588773763002,17.4583881473684,17.5536844878164,17.6926452693945,18.4353342054656,-1.43008072758808,-1.91983621232927,-0.940325242846883,17.442386046642,-6.02973992726724,4.22150795390444,3.2996362302706e-06,0.006206615749139,-1,-1,3.15639572899554,0.000697596464707695,"DOWN","DOWN","DOWN"
