"uniprot","uniprot_id","protein","gene","description","n_seq","sum_spectra","Gene","Ensembl","in_hpa_muscle","CR006_T1","CR006_T2","CR007_T1","CR007_T2","CR008_T1","CR008_T2","CR009_T2","CR010_T2","CR012_T1","CR012_T2","CR015_T1","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR023_T1","CR025_T1","CR025_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T1","CR386_T2","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","Pi.Val","adj.Pi.Val","DE.adj","DE.nom","DE.pi"
"Q9H3H3","Q9H3H3","CK068_HUMAN","C11orf68","UPF0696 protein C11orf68",2,194329,"C11orf68","ENSG00000175573",TRUE,17.6205602694617,NA,NA,NA,17.6819040605135,17.2252772965176,16.8604671429817,17.1053274042364,17.7186958698048,16.5595851224704,17.2465427336032,17.6194866797149,18.5482108253939,16.7211362179736,18.5245798625221,17.346110672617,17.2537846561655,16.5387060532923,16.6806027110167,NA,17.3691738588559,17.3553890069586,17.9245937350528,18.1890523714393,17.4898972093378,17.5824218698004,17.7212125422049,NA,18.4680759542756,-1.36090548251276,-1.93437938099554,-0.78743158402999,17.4729497552588,-4.90124947315498,1.80424756929127,5.52320075746979e-05,0.0352011994942741,-1,-1,1.97799791782811,0.0105196691733812,"DOWN","DOWN","DOWN"
