"uniprot","uniprot_id","protein","gene","description","n_seq","sum_spectra","Gene","Ensembl","in_hpa_muscle","in_blood_blacklist","CR006_T1","CR006_T2","CR007_T1","CR007_T2","CR008_T1","CR008_T2","CR009_T2","CR010_T2","CR012_T1","CR012_T2","CR015_T1","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR023_T1","CR025_T1","CR025_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","Pi.Val","adj.Pi.Val","DE.adj","DE.nom","DE.pi"
"P02792","P02792","FRIL_HUMAN","FTL","Ferritin light chain",5,6266444,"FTL","ENSG00000087086",TRUE,FALSE,20.6984426860706,22.7839106257268,24.4843067438849,21.1169583822325,21.2029022528494,22.6005102031214,25.0057382423621,24.0987590090888,18.6877855216658,21.4175436725287,22.8604031795951,19.8948244136845,23.2055543104463,20.6712555295208,22.385370054854,21.889913518096,23.4539133317308,24.1587337931943,20.3221504784732,24.529858996975,20.04921773097,21.8358673606736,20.9278799532243,24.4687970319813,20.6632831938524,21.9644504147003,20.3105673047909,24.5134831825447,2.77446420343781,1.78090021763232,3.76802818924331,22.1500850399585,5.72204118243033,4.11117748342205,3.98416593864872e-06,0.00749421613059824,1,1,5.89649604220326,1.26912371012472e-06,"UP","UP","UP"
"P04216","P04216","THY1_HUMAN","THY1","Thy-1 membrane glycoprotein",3,916422,"THY1","ENSG00000154096",TRUE,FALSE,17.0915885338165,19.3340204443336,20.7392636904845,19.0380144718545,17.963240343761,18.7106634698653,20.7254278159984,19.6674649693132,18.0160282899404,19.7257004964993,21.2364499847822,17.8983543142903,19.8079337854548,NA,18.9289050027921,19.2450011595234,19.6189561276031,20.933680591382,19.1969067544865,20.1007543012056,18.5780590317184,21.5351966029658,17.5494133506511,20.1403413367005,17.048692968738,NA,NA,20.220396634803,1.71594825855105,1.02537556009984,2.40652095700225,19.3220181789185,5.1198325835413,2.43777635377717,2.80160272442106e-05,0.02634907362318,1,1,2.70988494587048,0.00195036122476959,"UP","UP","UP"
