"uniprot","uniprot_id","protein","gene","description","n_seq","sum_spectra","Gene","Ensembl","in_hpa_muscle","in_blood_blacklist","CR006_T1","CR006_T2","CR007_T1","CR007_T2","CR008_T1","CR008_T2","CR009_T2","CR010_T2","CR012_T1","CR012_T2","CR015_T1","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR023_T1","CR025_T1","CR025_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","Pi.Val","adj.Pi.Val","DE.adj","DE.nom","DE.pi"
"O60925","O60925","PFD1_HUMAN","PFDN1","Prefoldin subunit 1",3,527818,"PFDN1","ENSG00000113068",TRUE,FALSE,18.8607527478122,18.1387765730568,NA,18.2816124075574,19.156842293395,18.6215529700836,17.5347330134544,18.9931788439302,18.9676451274445,18.7318901437884,17.5091124408851,19.2451923451498,17.0162784820395,19.2226300066233,NA,NA,19.2475020766514,17.8308215447705,19.0114488444689,18.4649021600155,19.1445606453713,19.1219744571828,NA,NA,19.311557952352,18.9836815359532,18.6515681004827,NA,-1.48271970385336,-2.03502421236918,-0.930415195337528,18.6385552142031,-5.57104406660948,2.77767849890688,1.38992320408427e-05,0.0261444554688251,-1,-1,2.34658244951553,0.00450212501670091,"DOWN","DOWN","DOWN"
"Q9H1E5","Q9H1E5","TMX4_HUMAN","TMX4","Thioredoxin-related transmembrane protein 4",1,329264,"TMX4","ENSG00000125827",TRUE,FALSE,18.045111114174,18.1322342775787,NA,18.1728428049746,18.4196042117959,18.2691766757459,17.6532959262743,17.7878866231088,18.791345468169,18.3418146736108,17.7934001024998,18.8219695265797,17.6543686404581,18.8903624539278,16.8824725534337,17.5721284271779,18.3792340505203,17.873283132535,18.2853638644799,18.4049652256167,18.3013062965864,17.852676601552,18.4330793780285,17.7196610878276,18.2794564523299,18.3919437940577,18.8052471573068,17.0961058073806,-0.966794356956665,-1.37315920085817,-0.560429513055159,18.1129754195456,-4.88359037198659,2.06343584591841,4.25503393659832e-05,0.0400185941737072,-1,-1,1.35132537710052,0.0445322484010552,"DOWN","DOWN","DOWN"
