sample_id,array_weight
CR006_T1,0.9738
CR008_T1,0.7974
CR009_T1,0.9989
CR009_T2,1.3556
CR010_T1,0.6467
CR010_T2,0.5729
CR015_T1,1.0758
CR015_T2,0.7751
CR017_T1,1.251
CR017_T2,1.1228
CR018_T1,1.7344
CR018_T2,1.2907
CR022_T1,1.0449
CR022_T2,0.607
CR072_T1,0.435
CR072_T2,1.3772
CR149_T1,1.0846
CR149_T2,1.3174
CR163_T1,1.991
CR163_T2,1.234
CR383_T1,0.5678
CR386_T2,1.2928
