"uniprot","uniprot_id","protein","gene","description","n_seq","sum_spectra","is_keratin","CR006_T1","CR008_T1","CR009_T1","CR009_T2","CR010_T1","CR010_T2","CR015_T1","CR015_T2","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","PPS02","PPS28","PPS31","PPS32","PPS37","PPS40","PPS44","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","Pi.Val","adj.Pi.Val","DE.adj","DE.nom","DE.pi"
"Q15113","Q15113","PCOC1_HUMAN","PCOLCE","Procollagen C-endopeptidase enhancer 1",4,4,FALSE,21.3574206099957,19.3313495258987,20.5152569945405,20.1267895749199,20.8094823705027,19.9756811772962,20.8654369526663,19.726788856097,19.9645887075708,20.1179722185621,20.0422390726032,20.3874097661694,20.7612086157652,21.0673605940919,20.1733883956515,19.9147481949966,20.7079746918038,21.1678256137898,20.8577016881714,20.3356026805078,20.1490028727391,20.1735881676165,21.4379063277573,21.7867734571305,21.1749513262343,21.4531961766131,20.6035736145772,20.1544275396242,20.470859596617,-0.772742441724677,-1.32126004961898,-0.224224833830376,20.5382932889831,-2.88513715668585,-2.60619010237345,0.00742875722639523,0.110139400617425,-1,0,0.740331530587025,0.181831227019833,"NDE","DOWN","NDE"
