sample_id,array_weight
CR006_T1,1.363
CR006_T2,0.881
CR007_T1,0.1453
CR007_T2,1.5766
CR008_T1,0.716
CR008_T2,0.4619
CR009_T2,0.2287
CR010_T2,1.7362
CR012_T1,1.2125
CR012_T2,2.7071
CR015_T1,0.2551
CR017_T1,3.5882
CR017_T2,2.2876
CR018_T1,1.4589
CR018_T2,1.2196
CR022_T1,0.5646
CR022_T2,2.3851
CR023_T1,0.2271
CR025_T1,1.1558
CR025_T2,1.7589
CR072_T1,3.1176
CR072_T2,0.6723
CR149_T1,1.387
CR149_T2,1.3755
CR163_T1,1.0604
CR163_T2,0.744
CR383_T1,1.2259
CR386_T2,0.9411
